num_dept;nom_dept;groupement;centre;adresse
74;Haute savoie;GROUPEMENT DU CHABLAIS - Pôle Est;CS CS EVIAN LES BAINS RIVES DU LEMAN;20 boulevard Jean Jaurès 74500 EVIAN LES BAINS
74;Haute savoie;GROUPEMENT DU CHABLAIS - Pôle Est;CS MORZINE - ;69 avenue de Joux Plane 74110 MORZINE
76;Seine-maritime;GROUPEMENT TERRITORIAL EST;CSP DIEPPE;8 Rue des Jardins Ouvriers 76200 DIEPPE
76;Seine-maritime;GROUPEMENT TERRITORIAL EST;CIS EU;Les Prés Salés Nord 76260 EU
76;Seine-maritime;GROUPEMENT TERRITORIAL EST;CIS NEUFCHATEL EN BRAY;Rue Barbe 76270 NEUFCHATEL EN BRAY
76;Seine-maritime;GROUPEMENT TERRITORIAL EST;CIS SAINT VALERY EN CAUX;Avenue du 51 ième HIDGLAND DIVISION 74460 SAINT VALERY EN CAUX
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CSP  LE HAVRE NORD;237 rue STENDHAL 76620 LE HAVRE
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CSP  LE HAVRE CAUCRIAUVILLE;3 rue Serge Goubin 76600 LE HAVRE
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CSP  LE HAVRE SUD;SAS Vétillart pont 4 rue du Gal Cavaillac 76600 LE HAVRE
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CIS  FECAMP;Route de Ganzeville 76400 FECAMP
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CS  BOLBEC;Place Salvador Allende 76210 BOLBEC
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CS  LILLEBONNE;76170 Lillebonne
76;Seine-maritime;GROUPEMENT TERRITORIAL OUEST;CS  MONTIVILLERS;Rue Michel 76290 MONTIVILLIERS
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CSP ROUEN GAMBETTA;26 Boulevard Gambetta 76000 ROUEN
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CSP ELBEUF;74 rue Guynemer 76500 ELBEUF
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CIS YVETOT;Place de l'Hôtel de Ville 76190 YVETOT
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CIS CANTELEU;2 Avenue de Buccholz 76380 CANTELEU
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CSP ROUEN SUD;7 rue Amiral Cécile 76100 ROUEN
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CIS GRAND QUEVILLY;9 rue Maurice Ravel 76120 GRAND QUEVILLY
76;Seine-maritime;GROUPEMENT TERRITORIAL SUD;CS SOTTEVILLE LES ROUEN;Place de l'Hôtel de Ville 76300 SOTTEVILLE LES ROUEN
77;Seine et marne;GROUPEMENT CENTRE;CIS BRIE-COMTE-ROBERT;1, allée du Commandant Guesnet 77170 BRIE-COMTE-ROBERT
77;Seine et marne;GROUPEMENT CENTRE;CIS CHÂTELET-EN-BRIE;Rue de la Loge aux Bergers 77820 LE-CHATELET-EN-BRIE
77;Seine et marne;GROUPEMENT CENTRE;CIS DAMMARIE-LES-LYS;esplanade de l'Europe 77190 DAMMARIE-LES-LYS
77;Seine et marne;GROUPEMENT CENTRE;CIS GUIGNES-RABUTIN;11, rue de Troyes 77390 GUIGNES-RABUTIN
77;Seine et marne;GROUPEMENT CENTRE;CIS MELUN;56, avenue de Corbeil 77000 MELUN
77;Seine et marne;GROUPEMENT CENTRE;CIS MOISSY-CRAMAYEL;831, avenue Jean-Jaurès 77550 MOISSY-CRAMAYEL
77;Seine et marne;GROUPEMENT CENTRE;CIS MORMANT;rue du Capitaine Delanneau 77720 MORMANT
77;Seine et marne;GROUPEMENT CENTRE;CIS SAINT-FARGEAU-PONTHIERRY;9, rue Emile Filée 77310 SAINT-FARGEAU-PONTHIERRY
77;Seine et marne;GROUPEMENT CENTRE;CIS SAVIGNY-LE-TEMPLE;avenue des Routoires 77176 SAVIGNY-LE-TEMPLE
77;Seine et marne;GROUPEMENT CENTRE;CIS TOURNAN-EN-BRIE;rue de la Ligorne 77220 TOURNAN-EN-BRIE
77;Seine et marne;GROUPEMENT CENTRE;CIS VAUX-LE-PENIL;109, rue Pascal  VAUX-LE-PENIL
77;Seine et marne;GROUPEMENT OUEST;CIS CHELLES ;Rue du Tir 77500 CHELLES
77;Seine et marne;GROUPEMENT OUEST;CIS CHESSY;rue du Grand Secours 77144 CHESSY
77;Seine et marne;GROUPEMENT OUEST;CIS CLAYE-SOUILLY;rue Victor Drouet 77140 CLAYE-SOUILLY
77;Seine et marne;GROUPEMENT OUEST;CIS FERRIERES-EN-BRIE;rue Eugène Lamy 77164 FERRIERES-EN-BRIE
77;Seine et marne;GROUPEMENT OUEST;CIS LAGNY-SUR-MARNE;39,rue Saint-Laurent 77400 LAGNY-SUR-MARNE
77;Seine et marne;GROUPEMENT OUEST;CIS LOGNES;1, rue du Village 77185 LOGNES
77;Seine et marne;GROUPEMENT OUEST;CIS OZOIR-LA-FERRIERE;rue de la Brèche aux Loups 77330 OZOIR-LA-FERRIERE
77;Seine et marne;GROUPEMENT OUEST;CIS PONTAULT-COMBAULT;rue de l'Epinette 77340 PONTAULT-COMBAULT
77;Seine et marne;GROUPEMENT OUEST;CIS VAIRES-SUR-MARNE;23, rue de Chelles 77360 VAIRES-SUR-MARNE
77;Seine et marne;GROUPEMENT OUEST;CIS VILLEPARISIS;Rue Condorcet 77270 VILLEPARISIS
77;Seine et marne;GROUPEMENT NORD;CIS COULOMMIERS;1, avenue Victor Hugo 77120 COULOMMIERS
77;Seine et marne;GROUPEMENT NORD;CIS CRECY-LA-CHAPELLE;Rue Croix des Agneaux 77580 CRECY-LA-CHAPELLE
77;Seine et marne;GROUPEMENT NORD;CIS DAMMARTIN-EN-GOELE;CD 404 77230 DAMMARTIN-EN-GOELE
77;Seine et marne;GROUPEMENT NORD;CIS FAREMOUTIERS;3/5, rue des Saules 77515 FAREMOUTIERS
77;Seine et marne;GROUPEMENT NORD;CIS FERTE-SOUS-JOUARRE (LA);14 avenue de Rebais 77260 FERTE-SOUS-JOUARRE (LA)
77;Seine et marne;GROUPEMENT NORD;CIS LIZY-SUR-OURCQ;22, route de Beauval 77440 LIZY-SUR-OURCQ
77;Seine et marne;GROUPEMENT NORD;CIS MEAUX;10 chemin du Canal 77100 MEAUX
77;Seine et marne;GROUPEMENT NORD;CIS MITRY-MORY;19/21, rue des Frères Lumière 77290 MITRY-MORY
77;Seine et marne;GROUPEMENT NORD;CIS SAINT-GERMAIN-SUR-MORIN;1, rue de la Grande Couture 77860 SAINT-GERMAIN-SUR-MORIN
77;Seine et marne;GROUPEMENT NORD;CIS SAINT-SOUPPLETS;22, avenue du maréchal Galliéni 77165 SAINT-SOUPPLETS
77;Seine et marne;GROUPEMENT NORD;CIS TRILPORT;Rue de la Halotte 77470 TRILPORT
77;Seine et marne;GROUPEMENT EST;CIS BRAY-SUR-SEINE;rue Pasteur 77480 BRAY-SUR-SEINE
77;Seine et marne;GROUPEMENT EST;CIS CHENOISE;30, rue de la Forêt 77160 CHENOISE
77;Seine et marne;GROUPEMENT EST;CIS DONNEMARIE-DONTILLY;boulevard d'Haussonville 77520 DONNEMARIE-DONTILLY
77;Seine et marne;GROUPEMENT EST;CIS FERTE-GAUCHER (LA);rue Albert Gaulard 77320 FERTE-GAUCHER (LA)
77;Seine et marne;GROUPEMENT EST;CIS FONTENAY-TRESIGNY;Rue Bertaux 77610 FONTENAY-TRESIGNY
77;Seine et marne;GROUPEMENT EST;CIS GRANDE-PAROISSE (LA);rue Clovis Moriot 77130 GRANDE-PAROISSE (LA)
77;Seine et marne;GROUPEMENT EST;CIS JOUY-LE-CHATEL;45 bis, rue de Paris 77970 JOUY-LE-CHATEL
77;Seine et marne;GROUPEMENT EST;CIS MAISON-ROUGE-EN-BRIE;place de la Mairie 77370 MAISON-ROUGE-EN-BRIE
77;Seine et marne;GROUPEMENT EST;CIS MEILLERAY;1, place de la Mairie 77320 MEILLERAY
77;Seine et marne;GROUPEMENT EST;CIS MONTEREAU-FAULT-YONNE;rue Pierre BROSSOLETTE 77130 MONTEREAU-FAULT-YONNE
77;Seine et marne;GROUPEMENT EST;CIS NANGIS;39, rue des Fontaines 77370 NANGIS
77;Seine et marne;GROUPEMENT EST;CIS PROVINS;9, avenue André Malraux 77160 PROVINS
77;Seine et marne;GROUPEMENT EST;CIS REBAIS;Avenue Georges Clémenceau 77510 REBAIS
77;Seine et marne;GROUPEMENT EST;CIS ROZAY-EN-BRIE;37, rue de Rome 77540 ROZAY-EN-BRIE
77;Seine et marne;GROUPEMENT EST;CIS VILLIERS-SAINT-GEORGES;16, rue du Clos de la ferme 77560 VILLIERS-SAINT-GEORGES
77;Seine et marne;GROUPEMENT SUD;CIS BEAUMONT-DU-GATINAIS;10, rue de la Laiterie 77890 BEAUMONT-DU-GATINAIS
77;Seine et marne;GROUPEMENT SUD;CIS BOIS-LE-ROI;11, rue Louis Perin 77590 BOIS-LE-ROI
77;Seine et marne;GROUPEMENT SUD;CIS BOURRON-MARLOTTE;Allée de l'Ecole des Filles 77780 BOURRON-MARLOTTE
77;Seine et marne;GROUPEMENT SUD;CIS CHAMPAGNE-SUR-SEINE;33, rue Henri Paul 77430 CHAMPAGNE-SUR-SEINE
77;Seine et marne;GROUPEMENT SUD;CIS CHAPELLE-LA-REINE (LA);9, rue de Villionne 77760 CHAPELLE-LA-REINE (LA)
77;Seine et marne;GROUPEMENT SUD;CIS CHATEAU-LANDON;Route de Jallemain 77570 CHATEAU-LANDON
77;Seine et marne;GROUPEMENT SUD;CIS EGREVILLE;7, rue des Fossés 77620 EGREVILLE
77;Seine et marne;GROUPEMENT SUD;CIS FONTAINEBLEAU;2, place Orloff 77300 FONTAINEBLEAU
77;Seine et marne;GROUPEMENT SUD;CIS LORREZ-LE-BOCAGE-PREAUX;34, rue Emile Brun 77710 LORREZ-LE-BOCAGE-PREAUX
77;Seine et marne;GROUPEMENT SUD;CIS MORET-SUR-LOING;Place du Champs de Mars 77250 MORET-SUR-LOING
77;Seine et marne;GROUPEMENT SUD;CIS NEMOURS;13, avenue J.F Kennedy 77140 NEMOURS
77;Seine et marne;GROUPEMENT SUD;CIS SOUPPES-SUR-LOING;26, rue Etienne Thoizon 77460 SOUPPES-SUR-LOING
77;Seine et marne;GROUPEMENT SUD;CIS VOULX;14, route de Saint-Ange 77940 VOULX
77;Seine et marne;GROUPEMENT SUD;CIS VULAINES-SUR-SEINE;54, route d\'Héricy 77870 VULAINES-SUR-SEINE
78;Yvelines;COMPAGNIE MONTIGNY LE BRETONNEUX;CSP MONTIGNY LE BRETONNEUX;10 route de Trappes 78180 Montigny le Bretonneux
78;Yvelines;COMPAGNIE MONTIGNY LE BRETONNEUX;CS CHEVREUSE;"Adresse géographique
3 rue Charles Michels
BP 85 78460 Chevreuse"
78;Yvelines;COMPAGNIE MONTIGNY LE BRETONNEUX;CS MAUREPAS;2 rue de Chevreuse 78310 Maurepas
78;Yvelines;COMPAGNIE MONTIGNY LE BRETONNEUX;CPI LES ESSARTS LE ROI;1  avenue de la Gare 78690 Les Essarts le Roi
78;Yvelines;COMPAGNIE MONTIGNY LE BRETONNEUX;CS MAGNY-LES-HAMEAUX;4 chemin de la croix au bois 78114 Magny-les-Hameaux
78;Yvelines;COMPAGNIE RAMBOUILLET;CSP RAMBOUILLET;143 rue Georges Lenôtre 78120 Rambouillet
78;Yvelines;COMPAGNIE RAMBOUILLET;CS ABLIS;59 rue des Acacias 78660 Ablis
78;Yvelines;COMPAGNIE RAMBOUILLET;CS SAINT-ARNOULT-EN-YVELINES;18 rue Jean Moulin 78730 Saint Arnoult en Yvelines
78;Yvelines;COMPAGNIE RAMBOUILLET;CPI SAINT-LEGER-EN-YVELINES;Route des grands coins 78610 Saint Léger en Yvelines
78;Yvelines;COMPAGNIE VERSAILLES;CSP VERSAILLES;4 bis  avenue de Paris 78000 Versailles
78;Yvelines;COMPAGNIE VERSAILLES;CS VELIZY-VILLACOUBLAY;27 avenue Robert Wagner 78140 Vélizy Villacoublay
78;Yvelines;COMPAGNIE VERSAILLES;CPI BOIS D'ARCY - ST CYR L'ECOLE;Avenue Jean Jaurès 78390 Bois d'Arcy
78;Yvelines;COMPAGNIE VERSAILLES;CPI VIROFLAY;107 avenue Gaston Boissier 78220 Viroflay
78;Yvelines;COMPAGNIE HOUILLES;CSP HOUILLES ;103 boulevard Henri Barbusse 78800 Houilles
78;Yvelines;COMPAGNIE HOUILLES;CS CHATOU / CARRIERES SUR SEINE;44 avenue du Traité de Rome 78400 Chatou
78;Yvelines;COMPAGNIE HOUILLES;CPI MONTESSON;207 rue du 8 mai 1945 78360 Montesson
78;Yvelines;COMPAGNIE HOUILLES;CPI LE VESINET - CROISSY SUR SEINE;21 rue Henri Dunant 78110 Le Vésinet
78;Yvelines;COMPAGNIE POISSY;CSP POISSY;160 avenue de la Maladrerie 78300 Poissy
78;Yvelines;COMPAGNIE POISSY;CS ACHERES;Chemin d'Andresy 78260 Achères
78;Yvelines;COMPAGNIE POISSY;CS CHANTELOUP LES VIGNES;4-6-8 Avenue Charles de Gaulle 78570 Chanteloup les Vignes
78;Yvelines;COMPAGNIE POISSY;CS CONFLANS-SAINTE-HONORINE;29 rue des Frères Damne 78700 Conflans-Sainte-Honorine
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CSP SAINT GERMAIN EN LAYE;13 boulevard Franz Liszt 78100 Saint-Germain-en-Laye
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CS LA CELLE SAINT CLOUD;8 bis avenue Charles de Gaulle 78170 La Celle Saint Cloud
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CS MAISONS LAFFITTE;34 avenue du Général de Gaulle 78600 Maisons-Laffitte
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CPI LOUVECIENNES;rue du Général Leclerc 78430 Louveciennes
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CPI MARLY LE ROI;10 chemin des Maigrets 78160 Marly le Roi
78;Yvelines;COMPAGNIE SAINT-GERMAIN-EN-LAYE;CPI LE MESNIL LE ROI;1 bis rue du Général Leclerc 78600 Le Mesnil le Roi
78;Yvelines;COMPAGNIE MAGNANVILLE;CSP MAGNANVILLE;Rue du Colonel Gilles de Bouteiller 78200 Magnanville
78;Yvelines;COMPAGNIE MAGNANVILLE;CS BONNIERES SUR SEINE;rue Marcel Pagnol 78270 Bonnières sur Seine
78;Yvelines;COMPAGNIE MAGNANVILLE;CS BREVAL;"8 rue du Vieux Chêne
Zone du Clos d'Agé 78980 Breval"
78;Yvelines;COMPAGNIE MAGNANVILLE;CS SEPTEUIL;rue Maurice Cleret 78790 Septeuil
78;Yvelines;COMPAGNIE MAGNANVILLE;CPI LIMAY;80 rue des coutures 78520 Limay
78;Yvelines;COMPAGNIE LES MUREAUX;CSP LES MUREAUX;résidence Pierre Curie 78130 Les Mureaux
78;Yvelines;COMPAGNIE LES MUREAUX;CS VERNOUILLET;2 route de Chapet 78540 Vernouillet
78;Yvelines;COMPAGNIE LES MUREAUX;CPI AUBERGENVILLE;rue de l'égalité 78410 Aubergenville
78;Yvelines;COMPAGNIE LES MUREAUX;CPI GARGENVILLE;4 rue des Merisiers 78440 Gargenville
78;Yvelines;COMPAGNIE PLAISIR;CS PLAISIR;708 avenue François Mitterrand 78373 Plaisir
78;Yvelines;COMPAGNIE PLAISIR;CS GARANCIERES;2 rue Saint Michel 78890 Garancières
78;Yvelines;COMPAGNIE PLAISIR;CS HOUDAN;16 rue des jeux de billes 78550 Houdan
78;Yvelines;COMPAGNIE PLAISIR;CS MAULE;rue Saint Vincent 78580 Maule
78;Yvelines;COMPAGNIE PLAISIR;CS MONTFORT L'AMAURY;6 rue du vert Galant 78490 Montfort l'Amaury
78;Yvelines;COMPAGNIE PLAISIR;CPI VILLEPREUX / LES CLAYES SOUS BOIS;18 Avenue du Lieutenant Maurice Hervé 78450 VILLEPREUX
79;Deux-sevres;GROUPEMENT Territorial SUD;CSP NIORT;100 rue de l'aérodrome 79000 NIORT
79;Deux-sevres;GROUPEMENT Territorial SUD;CS MELLE;1 Impasse du Feu 79500 MELLE
79;Deux-sevres;GROUPEMENT Territorial SUD;CS SAINT MAIXENT L'ÉCOLE;24 rue de la Chasseignes 79400 SAINT MAIXENT L'ÉCOLE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Beauvoir sur Niort;8 rue de Rulé 79360 BEAUVOIR SUR NIORT
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Le Mignon;7 route de la forêt 79210 USSEAU
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Chizé;10 rue du Pont au loup 79170 CHIZE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Coulonges-Ardin;Rue des Chalonnières 79160 COULONGES SUR L'AUTIZE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Mauzé sur le Mignon;La Perrière 79210 MAUZÉ SUR LE MIGNON
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI La Courance;Route du Bourdain 79210 AMURE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Brûlain;Rue de Périgné 79230 BRULAIN
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Echiré - St Gelais;Rue Marie Ferdinand du Fay 79410 ECHIRE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Arc en sèvres;Avenue de Paris 79260 LA CRECHE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Prahecq;Rue de la laiterie 79230 PRAHECQ
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Saint-Maxire;1 rue de la prairie 79410 SAINT-MAXIRE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI L'Entente;Le Bourg 79410 VILLIERS-EN-PLAINE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI L'Autize;Rue Chaigneron 79160 BECELEUF
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Venise Verte;Route d'arçais 79270 LE VANNEAU IRLEAU
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Saint-Pompain;Rue de la Charpentrie 79160 SAINT-POMPAIN
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Brioux sur Boutonne;3 avenue de Royan 79170 BRIOUX SUR BOUTONNE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Celles sur Belle;13 rue Voie Basse 79370 CELLES SUR BELLE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Chef-Boutonne;Route du Pont Supérieur 79110 CHEF-BOUTONNE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Lezay;1 Route de Melle 79200 LEZAY
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Sauzé-Vaussais;Route de Plibou 79190 SAUZÉ-VAUSSAIS
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Le Lambon;Route de Montaillon 79370 MOUGON
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Ménigoute;8 rue Croix Brousseau 79340 MENIGOUTE
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI La Mothe - Pamproux;rue des justices 79800 LA MOTHE ST-HERAY
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Champdeniers;11 Route de Cours 79220 CHAMPDENIERS
79;Deux-sevres;GROUPEMENT Territorial SUD;CPI Cherveux;Centre Bourg 79410 CHERVEUX
79;Deux-sevres;GROUPEMENT Territorial NORD;CS BRESSUIRE;91 boulevard de Poitiers 79300 BRESSUIRE
79;Deux-sevres;GROUPEMENT Territorial NORD;CS PARTHENAY;3 rue d'Abrantes 79200 PARTHENAY
79;Deux-sevres;GROUPEMENT Territorial NORD;CS THOUARS;10 boulevard du 8 mai 79100 THOUARS
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Le Thouet;2 Rue de l'Aumônerie 79600 AIRVAULT
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Argenton les Vallées;13 avenue du général De Gaulle 79150 ARGENTON LES VALLÉES
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Les Landes;384 Rue Paul Cézanne 79290 BOUILLÉ-LORETZ
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Saint-Varent;Rue Bois de la Porte 79330 SAINT-VARENT
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI La Plaine;Route de St-Jouin de Marne 79100 OIRON
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Saint-Martin de Sanzay;8 Rue du Thouet 79290 SAINT-MARTIN DE SANZAY
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Fenioux - Le Beugnon;Route de Parthenay 79160 FENIOUX
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI L'Absie - Le Busseau;2 Rue de la Vendée 79240 L'ABSIE
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Mazières en Gâtine;Rue du Muzreau 79310 Mazières en Gâtine
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Thénezay;Rue roche 79390 Thénezay
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Vasles;5 rue de la Butée 79340 VASLES
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Secondigny;24 Rue de l'Anjou 79130 SECONDIGNY
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Nueil les Aubiers;23 rue St Joseph 79250 NUEIL LES AUBIERS
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Cerizay;31 Rue des Pierrières 79140 CERIZAY
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI La Chapelle Saint-Laurent;3 Rue du Garou 79340 LA CHAPELLE SAINT LAURENT
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Mauléon;10 Rue du Cardinal de Sourdis 79700 MAULEON
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Moncoutant;14 rue de Prairies 79320 MONCOUTANT
79;Deux-sevres;GROUPEMENT Territorial NORD;CPI Assais les Jumeaux;19 Rue Georges Vouilloux 79600 ASSAIS LES JUMEAUX
80;Somme;GROUPEMENT OUEST;CSP ABBEVILLE;1/3 avenue du Rivage BP 803 80108 ABBEVILLE
80;Somme;GROUPEMENT OUEST; CHEF DE COMPAGNIE PONTHIEU;Route d'Abbeville 80120 RUE
80;Somme;GROUPEMENT OUEST; CHEF DE COMPAGNIE LECLERC;8 rue du Docteur Dumeige 80290 POIX-DE-PICARDIE
80;Somme;GROUPEMENT OUEST; CHEF DE COMPAGNIE VIMEU;2 rue Frédéric CHOPIN 80130 FRIVILLE-ESCARBOTIN
80;Somme;GROUPEMENT OUEST;CS FRIVILLE-ESCARBOTIN;2 rue Frédéric Chopin 80130 FRIVILLE-ESCARBOTIN
80;Somme;GROUPEMENT OUEST;CS AIRAINES;Chemin Le Long 80270 AIRAINES
80;Somme;GROUPEMENT OUEST;CS BEAUCAMPS-LE-VIEUX;Rue du Colonel Sorlin 80430 BEAUCAMPS-LE-VIEUX
80;Somme;GROUPEMENT OUEST;CS CRECY-EN-PONTHIEU;Route Départementale 938 80150 CRECY-EN-PONTHIEU
80;Somme;GROUPEMENT OUEST;CS FORCEVILLE/OISEMONT;Rue Jean Jaurès RD 53 80140 OISEMONT
80;Somme;GROUPEMENT OUEST;CS GAMACHES;Rue Schraeyer 80220 GAMACHES
80;Somme;GROUPEMENT OUEST;CS HORNOY-LE-BOURG;14 rue du 8 mai 1945 80640 HORNOY-LE-BOURG
80;Somme;GROUPEMENT OUEST;CS RUE;Route d'Abbeville 80120 RUE
80;Somme;GROUPEMENT OUEST;CS SAINT-VALERY-SUR-SOMME;Place de la Croix l'Abbé 80230 SAINT-VALERY-SUR-SOMME
80;Somme;GROUPEMENT OUEST;CS HALLENCOURT;Chemin du Pâtis 80490 HALLENCOURT
80;Somme;GROUPEMENT OUEST;CS AULT;"Zone d'activités \""La Hayette\"" BP 400-13 80460 AULT"
80;Somme;GROUPEMENT OUEST;CS CAYEUX-SUR-MER;Rue Ancel de Caieu 80410 CAYEUX-SUR-MER
80;Somme;GROUPEMENT OUEST;CS LE CROTOY;Rue des Abattoirs 80550 LE CROTOY
80;Somme;GROUPEMENT OUEST;CS MERS-LES-BAINS;71 rue des Canadiens 80350 MERS-LES-BAINS
80;Somme;GROUPEMENT OUEST;CS FORT-MAHON;291 rue Jean Groz 80120 FORT-MAHON
80;Somme;GROUPEMENT OUEST;CS AILLY-LE-HAUT-CLOCHER;Rue de la Poste 80690 AILLY-LE-HAUT-CLOCHER
80;Somme;GROUPEMENT OUEST;CS FEUQUIERES-EN-VIMEU;18 rue Buisson 80210 FEUQUIERES-EN-VIMEU
80;Somme;GROUPEMENT OUEST;CS MOLLIENS-DREUIL;Rue des Airettes 80450 MOLLIENS-DREUIL
80;Somme;GROUPEMENT OUEST;CS NOUVION - EN - PONTHIEU;Route de la Mairie 80860 NOUVION EN PONTHIEU
80;Somme;GROUPEMENT OUEST;CS BOUVAINCOURT-SUR-BRESLE;43 rue de la République 80220 BOUVAINCOURT-SUR-BRESLE
80;Somme;GROUPEMENT OUEST;CS VAL DE TRIE;Rue du Château 80132 QUESNOY-LE-MONTANT VAL DE TRIE
80;Somme;GROUPEMENT EST;CSP PERONNE;18 rue du chemin vert 80200 PERONNE
80;Somme;GROUPEMENT EST;CS ALBERT;11 Route de Millencourt 80300 ALBERT
80;Somme;GROUPEMENT EST;CS MONTDIDIER;Rue du Colonel Sorlin 80500 MONTDIDIER
80;Somme;GROUPEMENT EST;CS ROYE;Boulevard de l'Est 80700 ROYE
80;Somme;GROUPEMENT EST;CS BRAY-SUR-SOMME;6 rue Louise Marais d'Arc 80340 BRAY-SUR-SOMME
80;Somme;GROUPEMENT EST;CS HAM;Route de Chauny 80400 HAM
80;Somme;GROUPEMENT EST;CS NESLE;10 rue Gambetta BP 41 80190 NESLE
80;Somme;GROUPEMENT EST;CS ROISEL;Rue Théodore Bare 80240 ROISEL
80;Somme;GROUPEMENT EST;CS ROSIERES-EN-SANTERRE;Zone Nord Rue du Fossé Perret 80170 ROSIERES-EN-SANTERRE
80;Somme;GROUPEMENT EST;CS EPEHY;1 rue de la Brasserie 80740 EPEHY
80;Somme;GROUPEMENT EST;CS MAILLY-MAILLET;9 bis rue Lepage 80560 MAILLY-MAILLET
80;Somme;GROUPEMENT EST;CS MOISLAINS;8 rue du Chemin Vert 80200 MOISLAINS
80;Somme;GROUPEMENT EST;CS MIRAUMONT;Rue de la Sangle 80300 MIRAUMONT
80;Somme;GROUPEMENT CENTRE;CSP AMIENS - Catelas;26 rue Jean Catelas 80026 AMIENS
80;Somme;GROUPEMENT CENTRE;CSP AMIENS - Poulainville;Zone Industrielle Dép. 933 Avenue Roger Dumoulin 80260 POULAINVILLE
80;Somme;GROUPEMENT CENTRE;CS AMIENS - Ferry;250 chaussée Jules Ferry 80090 AMIENS
80;Somme;GROUPEMENT CENTRE;CS BOCAGE-HALLUE;Rue des Libérateurs de 1944 80260 VILLERS-BOCAGE
80;Somme;GROUPEMENT CENTRE;CS BERNAVILLE;22 rue Léon Soudet 80370  BERNAVILLE
80;Somme;GROUPEMENT CENTRE;CS DOULLENS;"Rue du Collège \""La Briquetterie\"" 80600 DOULLENS"
80;Somme;GROUPEMENT CENTRE;CS FLIXECOURT;"ZAC \""Les Hauts du Val de Nièvre\"" 80420 FLIXECOURT"
80;Somme;GROUPEMENT CENTRE;CS POIX-DE-PICARDIE;8 rue du Docteur Dumeige 80290 POIX-DE-PICARDIE
80;Somme;GROUPEMENT CENTRE;CS BEAUQUESNE;Rue Mathieu 80600 BEAUQUESNE
